CustomerID,Order ID,Product ID,PromotionID,Date (dd/mm/yyyy), Discount ,Discount Percentage,Net Sales  ,Price Per Unit,Profit ,Total Sales  ,Units Sold
1,1290,P011,PR001,2021-04-23 00:00:00,299.8,20,1199.2,1499,119.92000000000002,1499,1
1,1352,P015,PR001,2021-05-11 00:00:00,1699.8,20,6799.2,8499,679.9200000000001,8499,1
1,1366,P004,0,2021-06-07 00:00:00,0,0,194997,64999,19499.7,194997,3
1,1431,P002,0,2021-06-12 00:00:00,0,0,139998,69999,13999.800000000001,139998,2
1,1444,P025,0,2021-07-15 00:00:00,0,0,8999,8999,899.9000000000001,8999,1
1,1474,P002,0,2021-09-03 00:00:00,0,0,209997,69999,20999.7,209997,3
1,1564,P005,0,2021-09-07 00:00:00,0,0,92499,92499,9249.9,92499,1
1,1600,P015,0,2021-11-22 00:00:00,0,0,8499,8499,849.9000000000001,8499,1
1,1625,P008,0,2021-12-13 00:00:00,0,0,16497,5499,1649.7,16497,3
1,1653,P030,0,2021-12-21 00:00:00,0,0,1197,399,119.7,1197,3
1,1732,P029,0,2021-12-30 00:00:00,0,0,198,99,19.8,198,2
1,1711,P020,0,2021-12-30 00:00:00,0,0,12999,12999,1299.9,12999,1
1,1806,P008,0,2021-12-31 00:00:00,0,0,16497,5499,1649.7,16497,3
1,1849,P016,0,2022-01-05 00:00:00,0,0,24999,24999,2499.9,24999,1
1,1894,P010,0,2022-01-12 00:00:00,0,0,2199,2199,219.9,2199,1
1,1916,P025,0,2022-01-25 00:00:00,0,0,26997,8999,2699.7000000000003,26997,3
1,2036,P020,0,2022-02-04 00:00:00,0,0,12999,12999,1299.9,12999,1
1,2045,P009,PR001,2022-05-05 00:00:00,2099.4,20,8397.6,3499,839.7600000000001,10497,3
1,2112,P029,0,2022-06-09 00:00:00,0,0,99,99,9.9,99,1
1,2123,P008,0,2022-06-15 00:00:00,0,0,16497,5499,1649.7,16497,3
1,2156,P013,PR004,2022-07-03 00:00:00,23998.5,50,23998.5,15999,2399.85,47997,3
1,2188,P008,0,2022-07-13 00:00:00,0,0,10998,5499,1099.8,10998,2
1,2247,P009,0,2022-07-18 00:00:00,0,0,6998,3499,699.8000000000001,6998,2
1,2250,P005,0,2022-08-11 00:00:00,0,0,277497,92499,27749.7,277497,3
1,2316,P005,0,2022-08-24 00:00:00,0,0,92499,92499,9249.9,92499,1
1,2457,P014,0,2022-08-25 00:00:00,0,0,9998,4999,999.8000000000001,9998,2
1,2477,P013,0,2022-09-23 00:00:00,0,0,47997,15999,4799.7,47997,3
1,2486,P024,0,2022-10-02 00:00:00,0,0,8397,2799,839.7,8397,3
1,2500,P005,0,2022-10-23 00:00:00,0,0,184998,92499,18499.8,184998,2
1,2521,P005,0,2022-10-27 00:00:00,0,0,277497,92499,27749.7,277497,3
1,2644,P016,0,2022-11-27 00:00:00,0,0,74997,24999,7499.700000000001,74997,3
1,2833,P020,0,2022-12-18 00:00:00,0,0,38997,12999,3899.7000000000003,38997,3
1,2851,P009,0,2023-01-08 00:00:00,0,0,10497,3499,1049.7,10497,3
1,2898,P015,0,2023-01-09 00:00:00,0,0,8499,8499,849.9000000000001,8499,1
1,2964,P017,0,2023-01-09 00:00:00,0,0,10499,10499,1049.9,10499,1
1,3012,P002,0,2023-03-19 00:00:00,0,0,69999,69999,6999.900000000001,69999,1
1,3017,P019,PR001,2023-04-04 00:00:00,2399.6,20,9598.4,5999,959.84,11998,2
1,3038,P027,PR001,2023-05-14 00:00:00,279.6,20,1118.4,699,111.84000000000002,1398,2
1,3051,P026,PR001,2023-05-25 00:00:00,1099.8,20,4399.2,5499,439.92,5499,1
1,3059,P003,0,2023-06-02 00:00:00,0,0,179998,89999,17999.8,179998,2
1,3129,P030,0,2023-06-06 00:00:00,0,0,399,399,39.900000000000006,399,1
1,3217,P001,0,2023-06-19 00:00:00,0,0,79999,79999,7999.900000000001,79999,1
1,3218,P004,0,2023-07-26 00:00:00,0,0,129998,64999,12999.800000000001,129998,2
1,3326,P016,0,2023-08-06 00:00:00,0,0,74997,24999,7499.700000000001,74997,3
1,3404,P005,0,2023-09-17 00:00:00,0,0,92499,92499,9249.9,92499,1
1,3489,P024,0,2023-10-25 00:00:00,0,0,2799,2799,279.90000000000003,2799,1
1,3496,P020,0,2023-11-20 00:00:00,0,0,38997,12999,3899.7000000000003,38997,3
10,3068,P006,0,2020-01-09 00:00:00,0,0,22497,7499,2249.7000000000003,22497,3
10,3454,P003,0,2020-01-19 00:00:00,0,0,269997,89999,26999.7,269997,3
10,1452,P014,0,2020-01-21 00:00:00,0,0,9998,4999,999.8000000000001,9998,2
10,1,P004,0,2020-02-04 00:00:00,0,0,129998,64999,12999.800000000001,129998,2
10,200,P014,0,2020-02-11 00:00:00,0,0,9998,4999,999.8000000000001,9998,2
10,3147,P023,0,2020-02-23 00:00:00,0,0,2998,1499,299.8,2998,2
10,724,P026,0,2020-03-20 00:00:00,0,0,10998,5499,1099.8,10998,2
10,625,P014,PR001,2020-04-15 00:00:00,1999.6,20,7998.4,4999,799.84,9998,2
10,1739,P030,PR001,2020-04-28 00:00:00,79.8,20,319.2,399,31.92,399,1
10,2368,P010,0,2020-06-18 00:00:00,0,0,6597,2199,659.7,6597,3
10,2972,P016,PR004,2020-07-26 00:00:00,37498.5,50,37498.5,24999,3749.8500000000004,74997,3
10,2997,P009,0,2020-07-28 00:00:00,0,0,3499,3499,349.90000000000003,3499,1
10,1188,P026,0,2020-08-05 00:00:00,0,0,5499,5499,549.9,5499,1
10,863,P009,0,2020-08-15 00:00:00,0,0,3499,3499,349.90000000000003,3499,1
10,2280,P016,0,2020-08-28 00:00:00,0,0,74997,24999,7499.700000000001,74997,3
10,2041,P011,0,2020-09-11 00:00:00,0,0,2998,1499,299.8,2998,2
10,2439,P024,0,2020-09-24 00:00:00,0,0,2799,2799,279.90000000000003,2799,1
10,2714,P030,0,2020-10-22 00:00:00,0,0,1197,399,119.7,1197,3
10,1120,P024,0,2020-11-05 00:00:00,0,0,5598,2799,559.8000000000001,5598,2
10,926,P022,0,2020-11-21 00:00:00,0,0,5997,1999,599.7,5997,3
10,1294,P002,0,2020-12-02 00:00:00,0,0,69999,69999,6999.900000000001,69999,1
10,747,P028,0,2021-01-14 00:00:00,0,0,349,349,34.9,349,1
10,2693,P002,0,2021-01-20 00:00:00,0,0,139998,69999,13999.800000000001,139998,2
10,428,P018,0,2021-03-01 00:00:00,0,0,4598,2299,459.8,4598,2
10,3021,P006,0,2021-03-16 00:00:00,0,0,22497,7499,2249.7000000000003,22497,3
10,2816,P026,0,2021-03-26 00:00:00,0,0,5499,5499,549.9,5499,1
10,2902,P010,PR001,2021-05-01 00:00:00,1319.4,20,5277.6,2199,527.7600000000001,6597,3
10,503,P030,0,2021-06-18 00:00:00,0,0,399,399,39.900000000000006,399,1
10,3437,P016,0,2021-09-06 00:00:00,0,0,24999,24999,2499.9,24999,1
10,2700,P008,0,2021-10-04 00:00:00,0,0,10998,5499,1099.8,10998,2
10,3252,P004,0,2021-10-07 00:00:00,0,0,64999,64999,6499.900000000001,64999,1
10,76,P018,0,2021-11-13 00:00:00,0,0,6897,2299,689.7,6897,3
10,872,P013,0,2021-12-17 00:00:00,0,0,47997,15999,4799.7,47997,3
10,1659,P022,0,2022-02-15 00:00:00,0,0,3998,1999,399.8,3998,2
10,779,P017,0,2022-02-18 00:00:00,0,0,31497,10499,3149.7000000000003,31497,3
10,3487,P017,0,2022-02-21 00:00:00,0,0,20998,10499,2099.8,20998,2
10,1926,P015,0,2022-03-10 00:00:00,0,0,8499,8499,849.9000000000001,8499,1
10,2652,P011,0,2022-03-22 00:00:00,0,0,4497,1499,449.70000000000005,4497,3
10,1518,P012,PR001,2022-04-25 00:00:00,1799.4,20,7197.6,2999,719.7600000000001,8997,3
10,2576,P006,PR001,2022-05-22 00:00:00,1499.8,20,5999.2,7499,599.92,7499,1
10,477,P030,0,2022-06-04 00:00:00,0,0,1197,399,119.7,1197,3
10,2164,P007,0,2022-06-14 00:00:00,0,0,6999,6999,699.9000000000001,6999,1
10,599,P007,0,2022-06-25 00:00:00,0,0,6999,6999,699.9000000000001,6999,1
10,2389,P021,0,2022-07-11 00:00:00,0,0,2598,1299,259.8,2598,2
10,1198,P022,0,2022-09-04 00:00:00,0,0,1999,1999,199.9,1999,1
10,53,P019,0,2022-09-11 00:00:00,0,0,5999,5999,599.9,5999,1
10,1592,P002,0,2022-11-08 00:00:00,0,0,139998,69999,13999.800000000001,139998,2
10,1882,P004,0,2023-02-19 00:00:00,0,0,194997,64999,19499.7,194997,3
10,737,P009,0,2023-02-25 00:00:00,0,0,3499,3499,349.90000000000003,3499,1
10,1244,P005,0,2023-03-06 00:00:00,0,0,277497,92499,27749.7,277497,3
10,2722,P011,0,2023-03-30 00:00:00,0,0,4497,1499,449.70000000000005,4497,3
10,2366,P019,PR001,2023-04-03 00:00:00,1199.8,20,4799.2,5999,479.92,5999,1
10,2093,P025,PR001,2023-04-24 00:00:00,5399.4,20,21597.6,8999,2159.7599999999998,26997,3
10,587,P019,PR001,2023-05-22 00:00:00,2399.6,20,9598.4,5999,959.84,11998,2
10,1922,P008,0,2023-06-05 00:00:00,0,0,16497,5499,1649.7,16497,3
10,3044,P004,0,2023-06-15 00:00:00,0,0,194997,64999,19499.7,194997,3
10,2911,P012,PR004,2023-07-09 00:00:00,1499.5,50,1499.5,2999,149.95000000000002,2999,1
10,183,P030,0,2023-07-18 00:00:00,0,0,798,399,79.80000000000001,798,2
10,1925,P028,0,2023-08-10 00:00:00,0,0,349,349,34.9,349,1
10,3344,P015,0,2023-08-12 00:00:00,0,0,25497,8499,2549.7000000000003,25497,3
10,1390,P003,0,2023-09-03 00:00:00,0,0,269997,89999,26999.7,269997,3
10,304,P025,0,2023-09-12 00:00:00,0,0,17998,8999,1799.8000000000002,17998,2
10,2111,P026,0,2023-09-27 00:00:00,0,0,5499,5499,549.9,5499,1
10,2634,P027,0,2023-11-02 00:00:00,0,0,2097,699,209.70000000000002,2097,3
10,3122,P022,0,2023-11-10 00:00:00,0,0,1999,1999,199.9,1999,1
10,2945,P021,0,2023-11-26 00:00:00,0,0,1299,1299,129.9,1299,1
11,1251,P024,0,2020-01-09 00:00:00,0,0,2799,2799,279.90000000000003,2799,1
11,2301,P004,0,2020-02-06 00:00:00,0,0,64999,64999,6499.900000000001,64999,1
11,1547,P023,0,2020-03-05 00:00:00,0,0,2998,1499,299.8,2998,2
11,637,P026,0,2020-03-23 00:00:00,0,0,5499,5499,549.9,5499,1
11,1006,P004,PR001,2020-04-08 00:00:00,25999.6,20,103998.4,64999,10399.84,129998,2
11,729,P026,0,2020-06-24 00:00:00,0,0,5499,5499,549.9,5499,1
11,2201,P016,0,2020-07-21 00:00:00,0,0,74997,24999,7499.700000000001,74997,3
11,321,P030,0,2020-08-25 00:00:00,0,0,1197,399,119.7,1197,3
11,1939,P001,0,2020-10-05 00:00:00,0,0,159998,79999,15999.800000000001,159998,2
11,2891,P016,0,2020-10-21 00:00:00,0,0,49998,24999,4999.8,49998,2
11,3177,P022,0,2020-10-26 00:00:00,0,0,5997,1999,599.7,5997,3
11,1593,P011,0,2020-11-09 00:00:00,0,0,2998,1499,299.8,2998,2
11,877,P004,0,2020-11-29 00:00:00,0,0,194997,64999,19499.7,194997,3
11,1495,P025,0,2020-12-03 00:00:00,0,0,26997,8999,2699.7000000000003,26997,3
11,3031,P002,0,2021-01-03 00:00:00,0,0,209997,69999,20999.7,209997,3
11,3119,P009,0,2021-01-12 00:00:00,0,0,3499,3499,349.90000000000003,3499,1
11,2321,P027,0,2021-01-18 00:00:00,0,0,699,699,69.9,699,1
11,3278,P020,0,2021-02-27 00:00:00,0,0,12999,12999,1299.9,12999,1
11,1488,P020,0,2021-03-04 00:00:00,0,0,38997,12999,3899.7000000000003,38997,3
11,3077,P015,0,2021-03-05 00:00:00,0,0,25497,8499,2549.7000000000003,25497,3
11,196,P006,0,2021-03-08 00:00:00,0,0,14998,7499,1499.8000000000002,14998,2
11,121,P018,PR001,2021-05-22 00:00:00,919.6,20,3678.4,2299,367.84000000000003,4598,2
11,3221,P014,PR001,2021-05-22 00:00:00,1999.6,20,7998.4,4999,799.84,9998,2
11,296,P018,PR001,2021-05-24 00:00:00,459.8,20,1839.2,2299,183.92000000000002,2299,1
11,692,P003,0,2021-06-03 00:00:00,0,0,179998,89999,17999.8,179998,2
11,2708,P023,0,2021-08-10 00:00:00,0,0,4497,1499,449.70000000000005,4497,3
11,1644,P003,0,2021-08-25 00:00:00,0,0,179998,89999,17999.8,179998,2
11,1222,P010,0,2021-09-03 00:00:00,0,0,6597,2199,659.7,6597,3
11,174,P017,0,2021-09-09 00:00:00,0,0,10499,10499,1049.9,10499,1
11,3458,P019,0,2021-09-20 00:00:00,0,0,17997,5999,1799.7,17997,3
11,2109,P002,0,2021-10-07 00:00:00,0,0,139998,69999,13999.800000000001,139998,2
11,2307,P009,0,2021-10-19 00:00:00,0,0,10497,3499,1049.7,10497,3
11,2888,P009,0,2021-12-24 00:00:00,0,0,3499,3499,349.90000000000003,3499,1
11,2132,P027,0,2022-02-11 00:00:00,0,0,699,699,69.9,699,1
11,1115,P004,0,2022-03-12 00:00:00,0,0,129998,64999,12999.800000000001,129998,2
11,10,P009,PR001,2022-04-06 00:00:00,1399.6,20,5598.4,3499,559.84,6998,2
11,1345,P024,PR001,2022-04-28 00:00:00,1679.4,20,6717.6,2799,671.7600000000001,8397,3
11,2248,P012,PR001,2022-05-11 00:00:00,1199.6,20,4798.4,2999,479.84,5998,2
11,2016,P009,PR004,2022-07-03 00:00:00,5248.5,50,5248.5,3499,524.85,10497,3
11,1063,P019,PR004,2022-07-31 00:00:00,5999,50,5999,5999,599.9,11998,2
11,1462,P024,0,2022-09-09 00:00:00,0,0,8397,2799,839.7,8397,3
11,41,P020,0,2022-09-09 00:00:00,0,0,38997,12999,3899.7000000000003,38997,3
11,784,P013,0,2022-09-11 00:00:00,0,0,31998,15999,3199.8,31998,2
11,1546,P024,0,2022-10-13 00:00:00,0,0,2799,2799,279.90000000000003,2799,1
11,1314,P020,0,2022-11-07 00:00:00,0,0,38997,12999,3899.7000000000003,38997,3
11,3144,P019,0,2022-12-06 00:00:00,0,0,11998,5999,1199.8,11998,2
11,3391,P022,0,2023-01-01 00:00:00,0,0,5997,1999,599.7,5997,3
11,1467,P021,0,2023-01-02 00:00:00,0,0,3897,1299,389.70000000000005,3897,3
11,2897,P026,0,2023-01-11 00:00:00,0,0,10998,5499,1099.8,10998,2
11,2747,P008,0,2023-01-26 00:00:00,0,0,5499,5499,549.9,5499,1
11,249,P023,0,2023-01-29 00:00:00,0,0,4497,1499,449.70000000000005,4497,3
11,1575,P028,0,2023-03-12 00:00:00,0,0,349,349,34.9,349,1
11,2703,P027,0,2023-03-12 00:00:00,0,0,699,699,69.9,699,1
11,2198,P027,0,2023-03-31 00:00:00,0,0,699,699,69.9,699,1
11,3231,P010,PR001,2023-04-01 00:00:00,439.8,20,1759.2,2199,175.92000000000002,2199,1
11,3173,P017,PR001,2023-05-18 00:00:00,6299.4,20,25197.6,10499,2519.76,31497,3
11,3172,P001,0,2023-07-17 00:00:00,0,0,159998,79999,15999.800000000001,159998,2
11,1135,P030,0,2023-07-31 00:00:00,0,0,399,399,39.900000000000006,399,1
11,762,P020,0,2023-07-31 00:00:00,0,0,25998,12999,2599.8,25998,2
11,2465,P029,0,2023-08-09 00:00:00,0,0,99,99,9.9,99,1
11,3470,P026,0,2023-08-19 00:00:00,0,0,5499,5499,549.9,5499,1
11,2600,P015,0,2023-08-25 00:00:00,0,0,8499,8499,849.9000000000001,8499,1
11,451,P028,0,2023-09-27 00:00:00,0,0,698,349,69.8,698,2
11,2326,P022,0,2023-11-27 00:00:00,0,0,3998,1999,399.8,3998,2
11,2530,P021,0,2023-12-12 00:00:00,0,0,1299,1299,129.9,1299,1
11,1775,P007,PR005,2023-12-19 00:00:00,9798.6,70,4199.4,6999,419.94,13998,2
12,3452,P008,0,2020-01-15 00:00:00,0,0,10998,5499,1099.8,10998,2
12,3247,P029,0,2020-02-06 00:00:00,0,0,198,99,19.8,198,2
12,528,P014,0,2020-02-07 00:00:00,0,0,14997,4999,1499.7,14997,3
12,2514,P023,0,2020-02-08 00:00:00,0,0,4497,1499,449.70000000000005,4497,3
12,1136,P018,0,2020-02-09 00:00:00,0,0,6897,2299,689.7,6897,3
12,2609,P025,0,2020-02-21 00:00:00,0,0,17998,8999,1799.8000000000002,17998,2
12,1661,P007,0,2020-02-22 00:00:00,0,0,20997,6999,2099.7000000000003,20997,3
12,208,P017,0,2020-03-24 00:00:00,0,0,10499,10499,1049.9,10499,1
12,1770,P004,PR001,2020-04-01 00:00:00,38999.4,20,155997.6,64999,15599.760000000002,194997,3
12,2847,P007,PR001,2020-04-04 00:00:00,1399.8,20,5599.2,6999,559.92,6999,1
12,106,P024,PR001,2020-04-10 00:00:00,1119.6,20,4478.4,2799,447.84,5598,2
12,702,P006,PR001,2020-04-29 00:00:00,2999.6,20,11998.4,7499,1199.84,14998,2
12,1380,P001,PR001,2020-05-04 00:00:00,15999.8,20,63999.2,79999,6399.92,79999,1
12,2087,P010,PR001,2020-05-17 00:00:00,1319.4,20,5277.6,2199,527.7600000000001,6597,3
12,2491,P026,0,2020-06-21 00:00:00,0,0,16497,5499,1649.7,16497,3
12,3348,P023,0,2020-07-03 00:00:00,0,0,1499,1499,149.9,1499,1
12,513,P003,0,2020-07-07 00:00:00,0,0,269997,89999,26999.7,269997,3
12,713,P030,0,2020-07-20 00:00:00,0,0,798,399,79.80000000000001,798,2
12,886,P028,0,2020-08-18 00:00:00,0,0,698,349,69.8,698,2
12,982,P030,0,2020-08-18 00:00:00,0,0,798,399,79.80000000000001,798,2
12,19,P010,0,2020-10-01 00:00:00,0,0,2199,2199,219.9,2199,1
12,2725,P028,0,2020-10-04 00:00:00,0,0,1047,349,104.7,1047,3
12,1177,P012,0,2020-10-09 00:00:00,0,0,2999,2999,299.90000000000003,2999,1
12,2149,P001,0,2020-10-11 00:00:00,0,0,159998,79999,15999.800000000001,159998,2
12,1579,P025,0,2020-10-17 00:00:00,0,0,8999,8999,899.9000000000001,8999,1
12,2137,P001,0,2020-10-17 00:00:00,0,0,159998,79999,15999.800000000001,159998,2
12,3336,P023,0,2020-11-05 00:00:00,0,0,4497,1499,449.70000000000005,4497,3
12,1764,P001,0,2020-12-09 00:00:00,0,0,159998,79999,15999.800000000001,159998,2
12,600,P005,0,2021-01-18 00:00:00,0,0,277497,92499,27749.7,277497,3
12,3388,P005,0,2021-01-24 00:00:00,0,0,184998,92499,18499.8,184998,2
12,2230,P029,0,2021-03-14 00:00:00,0,0,99,99,9.9,99,1
12,2982,P022,0,2021-03-18 00:00:00,0,0,3998,1999,399.8,3998,2
12,2527,P002,PR001,2021-04-28 00:00:00,13999.8,20,55999.2,69999,5599.92,69999,1
12,3358,P004,PR001,2021-04-30 00:00:00,12999.8,20,51999.2,64999,5199.92,64999,1
12,3168,P030,PR001,2021-05-11 00:00:00,159.6,20,638.4,399,63.84,798,2
12,703,P014,PR001,2021-05-18 00:00:00,2999.4,20,11997.6,4999,1199.76,14997,3
12,586,P015,0,2021-06-01 00:00:00,0,0,8499,8499,849.9000000000001,8499,1
12,1526,P005,0,2021-06-01 00:00:00,0,0,184998,92499,18499.8,184998,2
12,3027,P012,0,2021-08-29 00:00:00,0,0,8997,2999,899.7,8997,3
12,1124,P005,0,2021-10-03 00:00:00,0,0,92499,92499,9249.9,92499,1
12,3097,P008,0,2021-11-22 00:00:00,0,0,10998,5499,1099.8,10998,2
12,880,P025,0,2021-12-18 00:00:00,0,0,8999,8999,899.9000000000001,8999,1
12,517,P011,0,2021-12-31 00:00:00,0,0,1499,1499,149.9,1499,1
12,1826,P013,0,2022-02-15 00:00:00,0,0,31998,15999,3199.8,31998,2
12,1981,P029,PR001,2022-04-13 00:00:00,59.4,20,237.6,99,23.76,297,3
12,1885,P018,PR001,2022-04-21 00:00:00,1379.4,20,5517.6,2299,551.7600000000001,6897,3
12,2091,P001,PR001,2022-04-29 00:00:00,15999.8,20,63999.2,79999,6399.92,79999,1
12,2234,P004,PR001,2022-05-15 00:00:00,38999.4,20,155997.6,64999,15599.760000000002,194997,3
12,1139,P020,0,2022-09-25 00:00:00,0,0,25998,12999,2599.8,25998,2
12,113,P020,0,2022-11-10 00:00:00,0,0,38997,12999,3899.7000000000003,38997,3
12,1276,P005,0,2022-11-29 00:00:00,0,0,92499,92499,9249.9,92499,1
12,2845,P016,0,2022-12-20 00:00:00,0,0,24999,24999,2499.9,24999,1
12,2702,P021,0,2022-12-28 00:00:00,0,0,2598,1299,259.8,2598,2
12,941,P025,0,2023-01-30 00:00:00,0,0,26997,8999,2699.7000000000003,26997,3
12,1016,P004,0,2023-02-04 00:00:00,0,0,129998,64999,12999.800000000001,129998,2
12,659,P022,0,2023-02-06 00:00:00,0,0,1999,1999,199.9,1999,1
12,2843,P024,0,2023-02-23 00:00:00,0,0,8397,2799,839.7,8397,3
12,699,P022,PR001,2023-04-19 00:00:00,1199.4,20,4797.6,1999,479.76000000000005,5997,3
12,1184,P027,0,2023-07-14 00:00:00,0,0,1398,699,139.8,1398,2
12,335,P028,PR004,2023-07-15 00:00:00,174.5,50,174.5,349,17.45,349,1
12,1076,P025,0,2023-09-28 00:00:00,0,0,17998,8999,1799.8000000000002,17998,2
12,2085,P013,0,2023-10-04 00:00:00,0,0,31998,15999,3199.8,31998,2
12,331,P019,0,2023-10-13 00:00:00,0,0,5999,5999,599.9,5999,1
12,344,P007,0,2023-10-22 00:00:00,0,0,6999,6999,699.9000000000001,6999,1
12,657,P024,0,2023-11-29 00:00:00,0,0,2799,2799,279.90000000000003,2799,1
12,816,P007,PR005,2023-12-24 00:00:00,9798.6,70,4199.4,6999,419.94,13998,2
12,780,P017,PR005,2023-12-25 00:00:00,14698.6,70,6299.4,10499,629.94,20998,2
13,2923,P028,0,2020-03-28 00:00:00,0,0,349,349,34.9,349,1
13,591,P023,PR001,2020-04-25 00:00:00,299.8,20,1199.2,1499,119.92000000000002,1499,1
13,560,P019,PR001,2020-04-27 00:00:00,2399.6,20,9598.4,5999,959.84,11998,2
13,2629,P007,0,2020-06-24 00:00:00,0,0,20997,6999,2099.7000000000003,20997,3
13,3264,P017,0,2020-06-28 00:00:00,0,0,31497,10499,3149.7000000000003,31497,3
13,231,P021,0,2020-08-30 00:00:00,0,0,1299,1299,129.9,1299,1
13,2977,P014,0,2020-09-08 00:00:00,0,0,9998,4999,999.8000000000001,9998,2
13,2933,P010,0,2021-01-05 00:00:00,0,0,6597,2199,659.7,6597,3
13,482,P007,0,2021-01-26 00:00:00,0,0,6999,6999,699.9000000000001,6999,1
13,1031,P019,0,2021-02-01 00:00:00,0,0,17997,5999,1799.7,17997,3
13,142,P020,0,2021-02-10 00:00:00,0,0,12999,12999,1299.9,12999,1
13,105,P024,PR001,2021-04-20 00:00:00,1679.4,20,6717.6,2799,671.7600000000001,8397,3
13,1322,P002,PR001,2021-04-27 00:00:00,13999.8,20,55999.2,69999,5599.92,69999,1
13,1123,P029,PR001,2021-05-25 00:00:00,59.4,20,237.6,99,23.76,297,3
13,2552,P001,PR001,2021-05-28 00:00:00,47999.4,20,191997.6,79999,19199.760000000002,239997,3
13,3307,P007,0,2021-07-29 00:00:00,0,0,20997,6999,2099.7000000000003,20997,3
13,3446,P025,0,2021-08-02 00:00:00,0,0,17998,8999,1799.8000000000002,17998,2
13,873,P002,0,2021-08-11 00:00:00,0,0,139998,69999,13999.800000000001,139998,2
13,1879,P024,0,2021-08-25 00:00:00,0,0,8397,2799,839.7,8397,3
13,2647,P028,0,2021-11-04 00:00:00,0,0,1047,349,104.7,1047,3
13,1532,P029,0,2022-01-08 00:00:00,0,0,297,99,29.700000000000003,297,3
13,109,P024,0,2022-01-22 00:00:00,0,0,2799,2799,279.90000000000003,2799,1
13,369,P030,0,2022-02-01 00:00:00,0,0,798,399,79.80000000000001,798,2
13,3111,P025,0,2022-02-20 00:00:00,0,0,17998,8999,1799.8000000000002,17998,2
13,2375,P009,0,2022-03-12 00:00:00,0,0,10497,3499,1049.7,10497,3
13,2135,P010,0,2022-06-15 00:00:00,0,0,4398,2199,439.8,4398,2
13,505,P009,0,2022-08-05 00:00:00,0,0,6998,3499,699.8000000000001,6998,2
13,1851,P027,0,2022-08-16 00:00:00,0,0,2097,699,209.70000000000002,2097,3
13,3320,P012,0,2022-08-31 00:00:00,0,0,5998,2999,599.8000000000001,5998,2
13,3286,P007,0,2022-09-22 00:00:00,0,0,6999,6999,699.9000000000001,6999,1
13,2115,P009,0,2022-11-08 00:00:00,0,0,10497,3499,1049.7,10497,3
13,1738,P004,0,2022-11-08 00:00:00,0,0,194997,64999,19499.7,194997,3
